date,fund_house,isin_div_reinvestment,isin_growth,nav,scheme_category,scheme_code,scheme_name,scheme_type
29-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.19940,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
28-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.19280,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
27-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.18630,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
26-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.17980,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
25-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.17330,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
23-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.16040,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
22-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.15400,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
21-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.14740,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
20-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.14060,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
19-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.13380,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
18-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.12740,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
16-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.11370,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
15-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.10770,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
14-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.10120,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
13-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.09470,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
12-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.08810,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
11-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.08150,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
09-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.06860,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
08-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.06190,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
07-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.05530,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
06-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.04880,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
05-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.04220,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
04-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.03560,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
02-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.02240,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
01-05-2014,HDFC Mutual Fund,,INF179KB1HU9,27.01570,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
30-04-2014,HDFC Mutual Fund,,INF179KB1HU9,27.00900,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
29-04-2014,HDFC Mutual Fund,,INF179KB1HU9,27.00240,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
28-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.99580,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
27-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.98910,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
25-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.97530,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
24-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.96910,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
23-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.96240,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
22-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.95570,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
21-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.94900,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
20-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.94230,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
17-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.92210,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
16-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.91540,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
15-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.90860,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
14-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.90190,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
11-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.88140,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
10-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.87470,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
09-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.86780,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
08-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.86120,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
07-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.85420,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
06-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.84770,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
04-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.83370,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
03-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.82720,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
02-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.82010,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
01-04-2014,HDFC Mutual Fund,,INF179KB1HU9,26.81310,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
31-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.80500,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
28-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.77770,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
27-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.76940,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
26-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.76240,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
25-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.75540,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
24-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.74840,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
23-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.74090,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
21-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.72700,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
20-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.72010,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
19-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.71310,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
18-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.70620,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
17-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.69930,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
14-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.67920,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
13-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.67240,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
12-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.66560,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
11-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.65890,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
10-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.65230,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
09-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.64580,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
07-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.63260,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
06-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.62600,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
05-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.61960,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
04-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.61320,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
03-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.60680,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
02-03-2014,HDFC Mutual Fund,,INF179KB1HU9,26.60050,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
28-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.58790,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
27-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.58160,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
26-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.57530,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
25-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.56900,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
24-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.56250,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
23-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.55630,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
21-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.54380,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
20-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.53760,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
19-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.53140,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
18-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.52520,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
17-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.51890,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
16-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.51270,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
14-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.50020,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
13-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.49400,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
12-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.48780,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
11-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.48160,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
10-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.47540,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
09-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.46920,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
07-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.45680,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
06-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.45050,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
05-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.44430,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
04-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.43810,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
03-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.43190,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
02-02-2014,HDFC Mutual Fund,,INF179KB1HU9,26.42580,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
31-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.41340,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
30-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.40720,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
29-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.40110,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
28-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.39490,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
27-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.38870,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
26-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.38230,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
24-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.36960,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
23-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.36330,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
22-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.35700,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
21-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.35060,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
20-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.34430,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
19-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.33790,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
17-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.32520,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
16-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.31890,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
15-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.31250,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
14-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.30610,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
13-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.29980,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
12-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.29340,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
10-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.28070,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
09-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.27440,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
08-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.26810,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
07-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.26170,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
06-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.25530,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
05-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.24890,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
03-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.23620,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
02-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.22980,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
01-01-2014,HDFC Mutual Fund,,INF179KB1HU9,26.22350,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
31-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.21690,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
30-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.20930,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
29-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.20290,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
27-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.19000,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
26-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.18370,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
25-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.17740,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
24-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.17090,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
23-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.16450,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
22-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.15820,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
20-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.14550,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
19-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.13910,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
18-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.13280,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
17-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.12640,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
16-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.11990,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
15-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.11360,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
13-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.10070,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
12-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.09420,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
11-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.08790,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
10-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.08150,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
09-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.07510,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
08-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.06860,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
06-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.05580,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
05-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.04940,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
04-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.04310,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
03-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.03680,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
02-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.03000,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
01-12-2013,HDFC Mutual Fund,,INF179KB1HU9,26.02360,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
29-11-2013,HDFC Mutual Fund,,INF179KB1HU9,26.01080,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
28-11-2013,HDFC Mutual Fund,,INF179KB1HU9,26.00440,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
27-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.99790,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
26-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.99140,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
25-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.98500,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
24-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.97850,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
22-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.96560,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
21-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.95910,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
20-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.95250,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
19-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.94600,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
18-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.93940,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
17-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.93290,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
14-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.91330,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
13-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.90680,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
12-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.89990,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
11-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.89330,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
10-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.88670,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
08-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.87330,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
07-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.86660,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
06-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.85990,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
05-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.85320,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
04-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.84660,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
01-11-2013,HDFC Mutual Fund,,INF179KB1HU9,25.82640,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
31-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.81950,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
30-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.81270,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
29-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.80560,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
28-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.79860,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
27-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.79170,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
25-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.77790,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
24-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.77100,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
23-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.76400,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
22-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.75700,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
21-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.75000,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
20-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.74300,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
18-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.72940,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
17-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.72250,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
16-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.71540,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
15-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.70830,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
14-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.70110,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
13-10-2013,HDFC Mutual Fund,,INF179KB1HU9,25.69400,Debt Scheme - Money Market Fund,119092,Axis Bluechip,Open Ended Schemes
